age,gender,education,employment_type,years_employed,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,monthly_emi,emi_to_income,loan_to_income,loan_purpose,default
50,Male,Bachelor,Self-Employed,6.0,150000.0,563060,24,22.26,673.0,1,29282.86,2.3426,3.7537,Vehicle,1
31,Male,Bachelor,Business,6.0,150000.0,296044,48,12.23,519.0,0,7829.45,0.6264,1.9736,Business,0
48,Male,Bachelor,Salaried,7.0,150000.0,213049,24,9.8,695.0,2,9811.48,0.7849,1.4203,Education,0
64,Male,Bachelor,Salaried,7.0,166772.0,808044,12,19.2,529.0,1,74543.72,5.3638,4.8452,Medical,1
32,Female,Master,Salaried,6.0,234746.0,210379,120,23.68,752.0,0,4591.6,0.2347,0.8962,Vehicle,0
59,Male,High School,Business,15.0,150000.0,174166,60,11.47,618.0,0,3827.74,0.3062,1.1611,Education,0
46,Female,Bachelor,Salaried,3.0,150000.0,559163,36,15.24,667.0,3,19449.35,1.5559,3.7278,Vehicle,1
33,Female,High School,Salaried,11.0,150000.0,362355,36,8.57,662.0,1,11450.41,0.916,2.4157,Personal,0
28,Male,Bachelor,Self-Employed,12.0,150000.0,583228,36,13.0,600.0,1,19651.26,1.5721,3.8882,Home,1
48,Male,High School,Salaried,2.0,150000.0,448125,24,20.8,652.0,0,22983.2,1.8387,2.9875,Medical,1
50,Male,Master,Salaried,7.0,154345.0,105104,36,22.05,648.0,1,4016.69,0.3123,0.681,Education,0
29,Female,High School,Business,8.0,150000.0,536799,36,11.37,713.0,0,17668.32,1.4135,3.5787,Vehicle,0
59,Male,Master,Salaried,7.0,150000.0,618890,60,16.53,499.0,1,15225.04,1.218,4.1259,Business,0
51,Female,Master,Salaried,7.0,150000.0,448055,48,20.45,638.0,0,13742.13,1.0994,2.987,Personal,1
41,Female,Bachelor,Salaried,9.0,150000.0,282602,120,7.81,900.0,0,3400.44,0.272,1.884,Vehicle,0
54,Female,Bachelor,Business,0.0,256022.0,145893,12,11.0,707.0,2,12894.27,0.6044,0.5698,Medical,0
51,Male,Bachelor,Salaried,6.0,150000.0,687010,84,8.12,658.0,1,10749.0,0.8599,4.5801,Business,0
45,Male,High School,Salaried,5.0,314064.0,1156197,24,9.59,706.0,2,53134.1,2.0302,3.6814,Business,0
32,Female,High School,Salaried,4.0,158805.0,111415,120,10.43,633.0,2,1499.01,0.1133,0.7016,Business,0
21,Female,High School,Unemployed,,150000.0,642399,120,7.99,792.0,0,7790.68,0.6233,4.2827,Vehicle,1
42,Female,Bachelor,Salaried,11.0,150000.0,110816,12,14.73,720.0,2,9987.95,0.799,0.7388,Personal,0
60,Female,High School,Salaried,11.0,150000.0,555246,48,14.31,572.0,2,15259.4,1.2208,3.7016,Education,1
57,Female,High School,Self-Employed,,150000.0,543495,12,12.31,692.0,0,48367.73,3.8694,3.6233,Home,0
21,Female,Bachelor,Salaried,2.0,150000.0,693399,24,12.75,672.0,1,32884.09,2.6307,4.6227,Home,0
21,Female,High School,Self-Employed,7.0,158673.0,197458,120,16.36,759.0,3,3352.12,0.2535,1.2444,Vehicle,0
62,Male,High School,Self-Employed,11.0,150000.0,457908,120,20.78,571.0,1,9087.42,0.727,3.0527,Medical,1
62,Female,Master,Salaried,0.0,150000.0,442675,60,23.59,648.0,0,12629.73,1.0104,2.9512,Vehicle,0
41,Male,Bachelor,Self-Employed,13.0,150000.0,98610,12,20.98,617.0,2,9181.0,0.7345,0.6574,Personal,1
35,Male,Bachelor,Salaried,1.0,222090.0,748972,48,13.93,570.0,1,20440.48,1.1044,3.3724,Home,0
37,Female,High School,Salaried,3.0,150000.0,246469,24,21.95,582.0,2,12780.27,1.0224,1.6431,Business,1
42,Male,Bachelor,Self-Employed,10.0,150000.0,299431,48,21.1,644.0,0,9288.2,0.7431,1.9962,Medical,1
58,Male,High School,Salaried,14.0,150000.0,237913,84,22.55,811.0,0,5654.41,0.4524,1.5861,Vehicle,0
55,Male,PhD,Salaried,3.0,150000.0,112748,120,8.58,678.0,1,1402.74,0.1122,0.7517,Business,0
36,Female,Bachelor,Salaried,3.0,150000.0,187473,12,13.33,721.0,1,16773.62,1.3419,1.2498,Vehicle,0
28,Female,PhD,Business,12.0,175874.0,252007,24,8.27,647.0,0,11428.65,0.7798,1.4329,Personal,0
37,Male,Master,Business,7.0,150000.0,464694,12,12.8,597.0,0,41461.61,3.3169,3.098,Vehicle,0
37,Male,Bachelor,Salaried,6.0,286150.0,316854,84,12.13,660.0,0,5615.39,0.2355,1.1073,Home,0
46,Male,Bachelor,Salaried,7.0,150000.0,696481,36,22.52,672.0,2,26786.65,2.1429,4.6432,Home,1
33,Male,Master,Unemployed,15.0,150000.0,231455,24,23.09,796.0,2,12132.41,0.9706,1.543,Education,1
37,Male,Bachelor,Salaried,10.0,150000.0,514927,84,18.97,740.0,1,11117.38,0.8894,3.4328,Medical,0
58,Female,High School,Salaried,8.0,150000.0,181367,12,12.17,695.0,1,16128.67,1.2903,1.2091,Vehicle,0
37,Male,Bachelor,Self-Employed,9.0,150000.0,611714,24,7.61,550.0,1,27557.49,2.2046,4.0781,Vehicle,1
34,Male,High School,Salaried,8.0,150000.0,123271,60,18.56,719.0,1,3167.95,0.2534,0.8218,Education,0
26,Male,Bachelor,Self-Employed,10.0,150000.0,572875,120,15.74,753.0,2,9503.79,0.7603,3.8192,Personal,0
55,Male,Bachelor,Business,4.0,150000.0,340386,120,10.92,647.0,1,4673.42,0.3739,2.2692,Education,0
34,Male,PhD,Salaried,6.0,150000.0,389225,84,10.4,727.0,2,6542.32,0.5234,2.5948,Vehicle,1
28,Female,Bachelor,Self-Employed,6.0,150000.0,322265,36,16.74,741.0,0,11447.97,0.9158,2.1484,Home,0
35,Male,Master,Self-Employed,3.0,150000.0,346382,48,9.65,659.0,1,8727.04,0.6982,2.3092,Education,1
47,Female,High School,Unemployed,2.0,150000.0,78594,12,16.56,655.0,1,7151.75,0.5721,0.524,Personal,0
33,Female,Bachelor,Salaried,12.0,150000.0,92650,48,22.61,595.0,0,2949.81,0.236,0.6177,Home,0
51,Male,Master,Business,,,610906,12,20.56,756.0,1,56754.84,4.5404,4.0727,Home,1
55,Male,Master,Salaried,14.0,150000.0,219102,24,23.03,760.0,2,11478.36,0.9183,1.4607,Education,0
26,Female,Bachelor,Salaried,9.0,150000.0,484925,48,11.6,768.0,0,12674.91,1.014,3.2328,Business,1
25,Male,High School,Salaried,8.0,150000.0,515994,36,23.21,693.0,2,20030.5,1.6024,3.44,Home,0
42,Female,Bachelor,Business,6.0,150000.0,546137,12,15.34,682.0,1,49381.07,3.9505,3.6409,Vehicle,1
43,Female,Master,Salaried,11.0,150000.0,478205,48,17.91,735.0,1,14024.79,1.122,3.188,Home,1
45,Male,High School,Business,1.0,150000.0,499431,12,12.35,717.0,1,44455.65,3.5565,3.3295,Business,0
54,Female,Bachelor,Salaried,8.0,150000.0,467515,60,23.9,683.0,1,13422.33,1.0738,3.1168,Business,0
46,Female,Bachelor,Business,10.0,150000.0,701520,60,14.72,,2,16586.18,1.3269,4.6768,Personal,0
25,Male,High School,Salaried,6.0,150000.0,523595,48,10.59,817.0,2,13428.57,1.0743,3.4906,Medical,0
46,Female,Master,Salaried,8.0,477825.0,997797,60,16.97,859.0,2,24781.73,0.6224,2.0882,Business,1
40,Male,High School,Self-Employed,13.0,150000.0,315729,36,11.72,593.0,0,10444.55,0.8356,2.1049,Vehicle,1
26,Male,High School,Salaried,6.0,150000.0,128734,48,14.69,709.0,1,3562.57,0.285,0.8582,Home,0
26,Female,Master,Salaried,8.0,150000.0,744455,24,10.93,720.0,1,34673.25,2.7739,4.963,Business,0
38,Female,Bachelor,Self-Employed,11.0,150000.0,676266,48,13.88,704.0,1,18439.28,1.4751,4.5084,Medical,0
24,Female,High School,Salaried,5.0,150000.0,104071,24,9.03,811.0,1,4755.89,0.3805,0.6938,Personal,0
37,Male,Master,Self-Employed,2.0,150000.0,656700,60,12.2,713.0,1,14674.39,1.174,4.378,Vehicle,0
34,Male,High School,Salaried,9.0,150000.0,168436,48,11.6,894.0,0,4402.56,0.3522,1.1229,Personal,0
34,Male,PhD,Salaried,7.0,150000.0,236358,120,23.14,757.0,1,5070.2,0.4056,1.5757,Education,0
33,Male,Bachelor,Business,6.0,162199.0,578001,36,17.28,555.0,0,20687.95,1.5306,3.5635,Vehicle,1
27,Male,Bachelor,Salaried,7.0,162842.0,616514,60,7.94,719.0,3,12482.99,0.9199,3.786,Vehicle,0
64,Male,High School,Self-Employed,2.0,254376.0,706115,120,22.58,643.0,4,14875.03,0.7017,2.7759,Vehicle,0
35,Male,Bachelor,Salaried,6.0,150000.0,728226,84,18.13,796.0,1,15361.27,1.2289,4.8548,Medical,1
39,Male,High School,Salaried,9.0,,423423,60,13.06,678.0,1,9647.18,0.7391,2.7033,Home,0
63,Male,Bachelor,Salaried,6.0,150000.0,249393,60,13.55,622.0,1,5744.92,0.4596,1.6626,Home,0
64,Female,Bachelor,Salaried,4.0,150000.0,81115,24,8.02,699.0,0,3669.35,0.2935,0.5408,Home,0
55,Female,High School,Salaried,4.0,150000.0,660428,24,23.58,654.0,1,34779.26,2.7823,4.4029,Home,0
37,Male,Master,Salaried,8.0,150000.0,341833,120,21.7,588.0,0,6995.89,0.5597,2.2789,Vehicle,1
55,Female,High School,Salaried,10.0,150000.0,603212,36,8.58,588.0,0,19064.29,1.5251,4.0214,Business,0
39,Female,Bachelor,Salaried,11.0,270438.0,1076976,24,18.75,749.0,0,54158.15,2.4031,3.9823,Home,0
40,Female,High School,Business,4.0,322442.0,224435,120,14.91,654.0,0,3608.56,0.1343,0.696,Home,0
56,Male,Bachelor,Salaried,13.0,183764.0,771272,84,20.84,768.0,0,17519.24,1.144,4.1971,Education,0
55,Male,Bachelor,Self-Employed,7.0,,270174,120,17.79,520.0,0,4831.67,0.3865,1.8012,Business,0
52,Female,Master,Salaried,0.0,150000.0,642830,120,14.31,664.0,0,10101.16,0.8081,4.2855,Home,1
64,Male,High School,Business,7.0,150000.0,407216,12,14.7,793.0,0,36697.01,2.9358,2.7148,Vehicle,0
60,Female,High School,Salaried,2.0,150000.0,474323,12,18.25,739.0,4,43542.38,3.4834,3.1622,Vehicle,1
44,Female,High School,Salaried,8.0,153412.0,146687,48,18.3,730.0,0,4331.96,0.3388,0.9562,Home,0
37,Female,High School,Salaried,8.0,150000.0,331020,84,16.7,725.0,2,6707.39,0.5366,2.2068,Education,0
27,Male,High School,Salaried,0.0,209103.0,1018127,84,22.09,579.0,0,23907.2,1.372,4.869,Home,0
63,Male,Bachelor,Business,12.0,,1890640,84,20.36,720.0,0,42394.72,1.2557,4.6665,Vehicle,0
21,Male,Bachelor,Salaried,4.0,150000.0,746085,120,9.46,766.0,3,9637.83,0.771,4.9739,Business,1
55,Female,Master,Business,0.0,150000.0,419395,60,21.89,605.0,0,11557.02,0.9246,2.796,Medical,0
52,Male,Bachelor,Business,12.0,188099.0,786674,12,10.83,592.0,1,69465.19,4.4316,4.1822,Business,0
56,Female,Bachelor,Salaried,9.0,192486.0,490400,24,23.18,745.0,0,25727.71,1.6039,2.5477,Home,0
33,Male,PhD,Salaried,5.0,150000.0,710445,36,20.82,696.0,3,26700.45,2.136,4.7363,Vehicle,0
26,Male,Bachelor,Business,7.0,150000.0,740543,24,22.5,608.0,0,38601.1,3.0881,4.937,Business,0
34,Male,Bachelor,Salaried,6.0,229417.0,1020921,60,18.66,827.0,0,26292.63,1.3753,4.4501,Vehicle,0
57,Male,PhD,Self-Employed,0.0,150000.0,494285,60,18.25,646.0,1,12618.91,1.0095,3.2952,Vehicle,0
35,Female,PhD,Business,1.0,150000.0,742543,12,11.61,739.0,2,65838.65,5.2671,4.9503,Education,0
24,Male,Bachelor,Self-Employed,10.0,309439.0,1524557,12,17.83,525.0,1,139648.06,5.4155,4.9268,Home,1
60,Female,Bachelor,Self-Employed,8.0,150000.0,395678,24,14.43,701.0,3,19078.12,1.5262,2.6379,Home,0
36,Female,Bachelor,Business,10.0,150000.0,280045,48,10.03,629.0,3,7106.7,0.5685,1.867,Vehicle,0
48,Female,Bachelor,Self-Employed,11.0,150000.0,201509,24,13.44,728.0,3,9621.8,0.7697,1.3434,Business,0
36,Female,Master,Salaried,0.0,150000.0,531983,84,18.43,782.0,0,11315.61,0.9052,3.5466,Vehicle,0
24,Male,Bachelor,Salaried,5.0,150000.0,98488,120,21.95,780.0,1,2032.36,0.1626,0.6566,Vehicle,0
46,Male,Master,Self-Employed,2.0,150000.0,590583,12,14.73,671.0,1,53229.81,4.2584,3.9372,Education,0
48,Female,Bachelor,Business,6.0,150000.0,109641,84,12.28,,0,1951.92,0.1562,0.7309,Home,0
52,Male,High School,Salaried,,199767.0,338440,48,10.16,883.0,3,8609.74,0.5172,1.6942,Education,0
22,Male,Master,Salaried,9.0,150000.0,411148,84,14.15,672.0,0,7739.03,0.6191,2.741,Home,0
51,Male,Bachelor,Salaried,9.0,245454.0,230345,48,12.19,669.0,1,6087.38,0.2976,0.9384,Business,0
23,Female,High School,Business,16.0,150000.0,99500,12,14.88,595.0,1,8975.07,0.718,0.6633,Business,1
28,Male,PhD,Salaried,6.0,165926.0,441215,24,9.16,711.0,0,20189.2,1.4601,2.6591,Business,0
44,Male,Bachelor,Self-Employed,9.0,150000.0,673560,36,19.64,641.0,1,24908.52,1.9927,4.4904,Home,0
35,Male,Bachelor,Business,10.0,256119.0,598656,12,7.57,625.0,0,51957.2,2.4344,2.3374,Education,0
63,Female,Master,Salaried,13.0,150000.0,210188,24,19.04,529.0,0,10599.37,0.8479,1.4013,Business,0
51,Male,PhD,Unemployed,2.0,150000.0,350636,36,12.56,601.0,1,11740.14,0.9392,2.3376,Personal,0
29,Female,Master,Unemployed,10.0,150000.0,562778,84,13.43,610.0,1,10370.06,0.8296,3.7519,Medical,1
59,Female,Bachelor,Business,8.0,168665.0,115726,60,10.32,781.0,1,2477.1,0.1762,0.6861,Medical,0
22,Female,Bachelor,Salaried,0.0,150000.0,95753,60,23.47,664.0,0,2725.24,0.218,0.6384,Home,0
28,Male,High School,Salaried,8.0,152841.0,394714,60,8.37,609.0,2,8073.45,0.6339,2.5825,Business,0
27,Female,Bachelor,Self-Employed,9.0,150000.0,531768,36,12.17,816.0,0,17705.52,1.4164,3.5451,Business,0
64,Male,Master,Salaried,0.0,150000.0,489286,48,9.92,739.0,0,12390.77,0.9913,3.2619,Home,0
59,Male,Bachelor,Salaried,6.0,150000.0,505529,60,15.46,607.0,1,12148.91,0.9719,3.3702,Personal,0
62,Female,High School,Business,7.0,150000.0,186859,60,16.74,707.0,4,4617.84,0.3694,1.2457,Vehicle,0
36,Female,High School,Self-Employed,7.0,150000.0,438646,48,10.74,780.0,0,11281.73,0.9025,2.9243,Business,0
55,Female,Master,Salaried,9.0,150000.0,330097,36,18.31,635.0,1,11985.19,0.9588,2.2006,Vehicle,1
50,Female,Master,Salaried,4.0,275946.0,275181,36,16.62,696.0,0,9758.99,0.4244,0.9972,Education,0
30,Male,Bachelor,Self-Employed,2.0,150000.0,161442,48,21.4,538.0,1,5033.96,0.4027,1.0763,Vehicle,0
58,Female,Bachelor,Business,8.0,150000.0,510606,12,22.46,722.0,0,47902.97,3.8322,3.404,Personal,0
38,Male,High School,Salaried,13.0,,1612731,120,18.96,838.0,1,30063.08,1.0754,4.8075,Home,1
25,Female,Master,Salaried,12.0,150000.0,146752,48,17.9,783.0,1,4303.18,0.3443,0.9783,Vehicle,0
49,Male,Bachelor,Self-Employed,16.0,284928.0,777000,120,17.49,671.0,2,13746.29,0.5789,2.727,Vehicle,0
59,Male,Bachelor,Salaried,5.0,218010.0,352231,24,10.26,619.0,2,16295.97,0.897,1.6157,Vehicle,0
54,Male,Bachelor,Salaried,6.0,150000.0,265085,24,22.07,706.0,2,13761.29,1.1009,1.7672,Education,0
63,Male,Bachelor,Salaried,0.0,150000.0,226506,12,13.44,808.0,1,20277.69,1.6222,1.51,Home,0
43,Male,High School,Salaried,4.0,195909.0,579030,84,18.91,659.0,1,12480.74,0.7645,2.9556,Home,0
25,Male,Master,Salaried,0.0,,113281,12,14.77,684.0,1,10212.26,0.817,0.7552,Vehicle,0
50,Male,Master,Business,5.0,298195.0,1145438,120,22.4,601.0,1,23988.58,0.9654,3.8412,Home,0
26,Female,Master,Salaried,12.0,150000.0,484542,24,14.22,626.0,1,23314.65,1.8652,3.2303,Business,0
64,Male,Master,Business,11.0,,638317,48,16.74,656.0,0,18332.91,0.7692,2.2317,Home,0
24,Male,Bachelor,Business,5.0,160075.0,236963,36,10.59,653.0,2,7711.94,0.5781,1.4803,Home,0
49,Male,High School,Self-Employed,4.0,218584.0,636830,24,16.64,,3,31376.27,1.7225,2.9134,Education,1
43,Male,Master,Salaried,3.0,150000.0,719728,48,10.84,624.0,0,18545.87,1.4837,4.7982,Home,0
26,Female,Bachelor,Business,10.0,150000.0,552971,84,20.61,777.0,0,12483.29,0.9987,3.6865,Business,1
52,Female,Bachelor,Business,5.0,150000.0,263565,24,13.56,725.0,1,12599.8,1.008,1.7571,Business,0
62,Male,High School,Salaried,8.0,150000.0,576469,36,14.5,755.0,1,19842.63,1.5874,3.8431,Education,0
38,Female,Bachelor,Salaried,9.0,150000.0,415227,84,18.07,743.0,1,8744.22,0.6995,2.7682,Business,0
35,Female,Bachelor,Salaried,9.0,,107411,24,8.92,758.0,2,4903.1,0.3922,0.7161,Home,0
60,Male,High School,Salaried,0.0,150000.0,491836,24,12.69,743.0,2,23311.23,1.8649,3.2789,Education,0
52,Female,High School,Salaried,9.0,150000.0,232878,36,22.9,810.0,4,9002.51,0.7202,1.5525,Home,0
29,Male,Bachelor,Salaried,7.0,150000.0,351519,60,21.72,855.0,2,9652.69,0.7722,2.3435,Home,0
57,Male,Master,Salaried,0.0,224640.0,595993,24,11.32,712.0,0,27866.57,1.4886,2.6531,Vehicle,1
30,Male,Bachelor,Salaried,12.0,150000.0,614532,24,15.96,773.0,1,30077.65,2.4062,4.0969,Vehicle,0
40,Male,High School,Business,7.0,150000.0,466546,24,17.12,546.0,0,23094.0,1.8475,3.1103,Home,0
26,Female,Bachelor,Business,0.0,150000.0,304565,12,12.48,670.0,2,27128.67,2.1703,2.0304,Vehicle,0
23,Male,Master,Unemployed,4.0,150000.0,518642,12,13.24,767.0,0,46382.11,3.7106,3.4576,Vehicle,0
62,Male,Bachelor,Salaried,6.0,150000.0,204664,36,23.64,523.0,0,7990.92,0.6393,1.3644,Home,1
31,Male,High School,Self-Employed,17.0,348572.0,1464897,48,9.79,798.0,0,37006.01,1.274,4.2026,Personal,0
63,Female,PhD,Business,3.0,150000.0,210965,84,22.54,544.0,1,5012.63,0.401,1.4064,Vehicle,0
37,Female,High School,Self-Employed,4.0,150000.0,452008,12,13.35,820.0,0,40446.38,3.2357,3.0134,Home,0
52,Female,High School,Salaried,7.0,150000.0,213461,36,11.44,844.0,0,7033.0,0.5626,1.4231,Vehicle,0
24,Male,Bachelor,Salaried,15.0,150000.0,294755,12,11.8,533.0,3,26161.05,2.0929,1.965,Medical,1
24,Female,Bachelor,Business,6.0,150000.0,360179,84,12.17,733.0,0,6390.94,0.5113,2.4012,Home,0
37,Male,PhD,Salaried,5.0,150000.0,323008,48,12.23,688.0,1,8542.56,0.6834,2.1534,Medical,1
61,Male,High School,Salaried,7.0,150000.0,705359,12,11.69,770.0,1,62568.05,5.0054,4.7024,Business,0
39,Male,Bachelor,Salaried,5.0,150000.0,225856,60,21.4,676.0,1,6161.09,0.4929,1.5057,Vehicle,0
25,Male,Bachelor,Business,5.0,150000.0,196601,48,11.92,672.0,2,5169.54,0.4136,1.3107,Education,0
52,Female,Bachelor,Salaried,10.0,150000.0,424337,48,21.72,755.0,0,13304.77,1.0644,2.8289,Home,1
42,Female,High School,Self-Employed,5.0,150000.0,715518,12,23.49,778.0,0,67482.62,5.3986,4.7701,Home,1
26,Female,High School,Salaried,5.0,150000.0,414746,84,12.1,560.0,2,7343.6,0.5875,2.765,Education,0
55,Male,High School,Salaried,11.0,150000.0,722577,12,16.82,766.0,0,65840.75,5.2673,4.8172,Vehicle,1
42,Male,Bachelor,Salaried,1.0,150000.0,203489,24,15.03,738.0,1,9869.4,0.7896,1.3566,Medical,0
21,Male,Master,Salaried,5.0,150000.0,81923,120,21.47,664.0,0,1663.86,0.1331,0.5462,Vehicle,0
40,Female,Bachelor,Unemployed,0.0,170829.0,318297,24,12.59,557.0,0,15071.19,1.0587,1.8632,Business,1
42,Female,Bachelor,Business,5.0,150000.0,505783,48,20.12,647.0,0,15423.52,1.2339,3.3719,Vehicle,0
31,Female,Bachelor,Salaried,5.0,161730.0,511750,24,15.35,712.0,2,24898.23,1.8474,3.1642,Personal,0
33,Male,Master,Salaried,5.0,238040.0,377950,24,17.91,511.0,0,18852.38,0.9504,1.5878,Vehicle,1
62,Female,Bachelor,Salaried,5.0,150000.0,521562,24,17.01,750.0,1,25789.71,2.0632,3.4771,Home,1
23,Female,High School,Business,8.0,150000.0,635416,84,8.53,662.0,0,10072.34,0.8058,4.2361,Home,1
29,Female,Bachelor,Salaried,,150000.0,538857,60,17.21,840.0,1,13452.91,1.0762,3.5924,Education,0
32,Female,Bachelor,Salaried,8.0,150532.0,568312,120,21.15,705.0,2,11419.71,0.9103,3.7754,Home,0
43,Female,Bachelor,Salaried,4.0,150000.0,282634,24,12.26,578.0,1,13338.91,1.0671,1.8842,Business,0
34,Female,High School,Salaried,10.0,150000.0,432215,84,14.15,749.0,0,8135.57,0.6508,2.8814,Education,0
53,Female,High School,Salaried,6.0,150000.0,103826,120,10.88,695.0,0,1423.16,0.1139,0.6922,Education,0
38,Male,Master,Self-Employed,,239478.0,506703,24,10.96,674.0,3,23606.92,1.1829,2.1159,Vehicle,1
61,Male,High School,Salaried,1.0,150000.0,625612,60,12.57,830.0,0,14097.26,1.1278,4.1707,Home,1
29,Male,Bachelor,Business,8.0,150000.0,608323,120,19.94,605.0,1,11732.0,0.9386,4.0555,Home,0
43,Male,High School,Business,6.0,150000.0,710040,12,15.44,773.0,0,64234.53,5.1388,4.7336,Business,1
30,Female,High School,Salaried,12.0,150000.0,728915,48,18.9,680.0,0,21756.2,1.7405,4.8594,Vehicle,1
39,Male,High School,Salaried,,150000.0,731553,36,22.94,715.0,0,28295.34,2.2636,4.877,Home,0
25,Male,High School,Self-Employed,5.0,150000.0,181232,12,19.55,760.0,2,16749.33,1.3399,1.2082,Home,0
43,Male,High School,Self-Employed,0.0,150000.0,156427,120,13.66,554.0,2,2396.91,0.1918,1.0428,Vehicle,0
50,Female,Bachelor,Salaried,10.0,150000.0,665680,120,15.93,,2,11121.99,0.8898,4.4379,Business,0
45,Male,Bachelor,Salaried,4.0,249104.0,554036,60,12.1,697.0,3,12352.24,0.595,2.2241,Home,0
48,Male,Master,Business,5.0,150000.0,316098,60,8.58,654.0,0,6497.43,0.5198,2.1073,Education,0
54,Male,High School,Salaried,11.0,150000.0,435228,48,18.49,612.0,0,12896.53,1.0317,2.9015,Personal,0
45,Male,Master,Self-Employed,8.0,150000.0,379703,24,18.42,699.0,2,19033.48,1.5227,2.5314,Vehicle,1
30,Female,PhD,Self-Employed,10.0,150000.0,225552,36,21.63,751.0,0,8570.82,0.6857,1.5037,Personal,0
34,Male,High School,Salaried,11.0,150000.0,645113,36,10.14,808.0,4,20858.41,1.6687,4.3008,Vehicle,1
62,Female,PhD,Self-Employed,6.0,150000.0,688751,36,22.09,765.0,2,26335.79,2.1069,4.5917,Vehicle,0
50,Female,High School,Business,9.0,150000.0,579566,12,20.61,,0,53857.16,4.3086,3.8638,Vehicle,0
61,Female,Bachelor,Salaried,7.0,150000.0,107448,60,9.27,764.0,2,2244.55,0.1796,0.7163,Home,0
45,Male,High School,Business,9.0,150000.0,154593,36,23.71,640.0,3,6041.61,0.4833,1.0306,Home,0
34,Male,Bachelor,Salaried,7.0,168663.0,346948,84,8.14,544.0,0,5431.84,0.3865,2.057,Business,0
55,Male,Bachelor,Business,12.0,210989.0,634063,120,20.61,797.0,1,12511.16,0.7116,3.0052,Vehicle,0
54,Male,Bachelor,Self-Employed,1.0,151858.0,492447,36,14.57,,0,16967.32,1.3408,3.2428,Education,1
30,Female,Bachelor,Self-Employed,5.0,325885.0,309583,120,21.78,614.0,1,6352.68,0.2339,0.95,Vehicle,0
55,Male,Bachelor,Salaried,6.0,183709.0,885676,24,19.52,682.0,0,44869.78,2.9309,4.8211,Vehicle,0
31,Male,Bachelor,Salaried,7.0,150000.0,432460,120,8.5,669.0,1,5361.89,0.429,2.8831,Business,0
31,Female,PhD,Business,1.0,150000.0,366429,12,11.46,519.0,1,32464.28,2.5971,2.4429,Vehicle,0
41,Female,Master,Salaried,4.0,150000.0,204004,84,23.21,635.0,0,4932.53,0.3946,1.36,Business,0
41,Male,PhD,Self-Employed,7.0,150000.0,716819,84,9.93,747.0,0,11874.13,0.9499,4.7788,Vehicle,1
42,Male,Master,Business,4.0,150000.0,376992,60,8.63,713.0,2,7758.21,0.6207,2.5133,Home,0
27,Male,High School,Salaried,0.0,150000.0,154505,48,10.05,726.0,1,3922.36,0.3138,1.03,Personal,0
37,Female,Bachelor,Salaried,5.0,150000.0,489696,24,19.38,,1,24775.4,1.982,3.2646,Education,1
22,Female,High School,Business,2.0,159344.0,330748,24,8.15,563.0,2,14981.47,1.1282,2.0757,Home,1
32,Female,PhD,Business,9.0,150000.0,620397,24,14.64,725.0,0,29974.97,2.398,4.136,Medical,0
62,Female,High School,Salaried,8.0,150000.0,443189,36,9.01,847.0,1,14095.35,1.1276,2.9546,Business,0
38,Male,Bachelor,Self-Employed,10.0,192895.0,188197,48,18.84,667.0,2,5611.24,0.3491,0.9756,Medical,0
31,Male,High School,Unemployed,7.0,197103.0,764311,12,11.67,697.0,3,67790.17,4.1272,3.8777,Home,1
36,Male,High School,Salaried,2.0,150000.0,280649,60,18.8,701.0,0,7249.34,0.5799,1.871,Vehicle,0
38,Female,High School,Salaried,0.0,150000.0,350564,12,10.39,751.0,0,30883.77,2.4707,2.3371,Education,0
55,Female,Bachelor,Salaried,11.0,150000.0,598559,84,14.04,604.0,0,11230.23,0.8984,3.9904,Home,0
46,Male,High School,Salaried,5.0,,146855,120,22.77,842.0,0,3112.81,0.249,0.979,Vehicle,0
36,Male,Bachelor,Self-Employed,0.0,150000.0,735000,120,13.84,795.0,3,11341.48,0.9073,4.9,Education,0
26,Female,Master,Self-Employed,13.0,150000.0,548908,24,9.38,742.0,1,25172.53,2.0138,3.6594,Home,1
64,Male,Master,Salaried,9.0,150000.0,205000,120,13.6,642.0,2,3133.84,0.2507,1.3667,Business,0
63,Female,High School,Business,13.0,254707.0,193975,48,15.0,725.0,1,5398.47,0.2543,0.7616,Vehicle,0
62,Male,Master,Salaried,8.0,150000.0,442561,12,15.06,720.0,3,39957.34,3.1966,2.9504,Home,0
32,Male,Master,Salaried,9.0,150000.0,330999,12,19.2,619.0,1,30535.34,2.4428,2.2067,Home,0
